Species,Year,Variable,Catch,TACC,Dollar Value (millions)
Trevally,2011,Asset value,3576.3,3933.1,13.8
Trevally,2012,Asset value,3132.6,3933.1,10.7
Trevally,2013,Asset value,3337,3933.1,13.7
Trevally,2014,Asset value,3343.5,3933.1,19.9
Trevally,2015,Asset value,3520.6,3933.1,22.2
Trevally,2016,Asset value,3809.7,3933.1,21.4
Trevally,2017,Asset value,3538.2,3933.1,24.6
Trevally,2018,Asset value,3758.3,3933.1,25.8
Triangle Shell,2005,Asset value,19.8,406,
Triangle Shell,2006,Asset value,28.1,406,
Triangle Shell,2007,Asset value,46.6,406,
Triangle Shell,2008,Asset value,8.9,406,
Triangle Shell,2009,Asset value,12.9,406,
Triangle Shell,2010,Asset value,10.1,406,
Triangle Shell,2011,Asset value,21,725,
Triangle Shell,2012,Asset value,82.7,725,
Triangle Shell,2013,Asset value,171,725,0.6
Triangle Shell,2014,Asset value,195.3,2437,
Triangle Shell,2015,Asset value,247,2437,1
Triangle Shell,2016,Asset value,375.1,2437,1.3
Triangle Shell,2017,Asset value,346.4,2542,
Triangle Shell,2018,Asset value,296.5,2542,0.2
Trough Shell,2005,Asset value,2.4,98,
Trough Shell,2006,Asset value,3.2,98,0.1
Trough Shell,2007,Asset value,3.9,98,0.7
Trough Shell,2008,Asset value,1.1,98,1.1
Trough Shell,2009,Asset value,0,98,1.1
Trough Shell,2010,Asset value,0.2,98,1.1
Trough Shell,2011,Asset value,0,160,
Trough Shell,2012,Asset value,0,160,
Trough Shell,2013,Asset value,0.1,160,
Trough Shell,2014,Asset value,0,160,
Trough Shell,2015,Asset value,0,160,
Trough Shell,2016,Asset value,0,160,
Trough Shell,2017,Asset value,0,160,
Trough Shell,2018,Asset value,0,160,0
Trumpeter,1999,Asset value,0,144,0.5
Trumpeter,2000,Asset value,0,144,0.6
Trumpeter,2001,Asset value,0,144,0.5
Trumpeter,2002,Asset value,26.4,144,0.9
Trumpeter,2003,Asset value,50.7,144,0.6
Trumpeter,2004,Asset value,42.6,144,0.7
Trumpeter,2005,Asset value,90.1,144,0.6
Trumpeter,2006,Asset value,87.8,144,0.6
Trumpeter,2007,Asset value,98.7,144,0.4
Trumpeter,2008,Asset value,101.4,144,0.5
Trumpeter,2009,Asset value,57.3,144,0.5
Trumpeter,2010,Asset value,95.1,144,0.5
Trumpeter,2011,Asset value,109.7,144,0.5
Trumpeter,2012,Asset value,107.6,144,0.6
Trumpeter,2013,Asset value,92.6,144,0.6
Trumpeter,2014,Asset value,73.9,144,0.8
Trumpeter,2015,Asset value,56.1,144,0.6
Trumpeter,2016,Asset value,75.9,144,2.9
Trumpeter,2017,Asset value,64.6,144,1.1
Trumpeter,2018,Asset value,52.4,144,1.7
Tuatua,2006,Asset value,0,43,
Tuatua,2007,Asset value,0,43,
Tuatua,2008,Asset value,0,43,
Tuatua,2009,Asset value,0,43,
Tuatua,2010,Asset value,0,43,
Tuatua,2011,Asset value,0,43,
Tuatua,2012,Asset value,4.9,43,
Tuatua,2013,Asset value,5.3,43,
Tuatua,2014,Asset value,0,43,
Tuatua,2015,Asset value,1.8,43,0.3
Tuatua,2016,Asset value,5.9,43,0.3
Tuatua,2017,Asset value,0.6,43,0.3
Tuatua,2018,Asset value,0,43,0.3
White Warehou,1999,Asset value,0,3374,11.9
White Warehou,2000,Asset value,0,3374,9.9
White Warehou,2001,Asset value,0,3374,9.6
White Warehou,2002,Asset value,1940.1,3374,10.6
White Warehou,2003,Asset value,3346.4,3374,13.3
White Warehou,2004,Asset value,2356.7,3374,16.6
White Warehou,2005,Asset value,2863.5,3374,17.8
White Warehou,2006,Asset value,2496.9,3374,9.4
White Warehou,2007,Asset value,3215.1,3735,5.4
White Warehou,2008,Asset value,2115.2,3735,18.3
White Warehou,2009,Asset value,2161.4,3735,17.6
White Warehou,2010,Asset value,1690.5,3735,20.7
White Warehou,2011,Asset value,1324.2,3735,21
White Warehou,2012,Asset value,1374.9,3735,20.4
White Warehou,2013,Asset value,1451.7,3735,14
White Warehou,2014,Asset value,1908.2,3735,13.7
White Warehou,2015,Asset value,845.6,3735,17.4
White Warehou,2016,Asset value,1069,3735,16.2
White Warehou,2017,Asset value,1064.9,3735,22.2
White Warehou,2018,Asset value,1134.5,3735,25
Yellow-eyed Mullet,1999,Asset value,0,68,0.1
Yellow-eyed Mullet,2000,Asset value,0,68,0.2
Yellow-eyed Mullet,2001,Asset value,0,68,0.1
Yellow-eyed Mullet,2002,Asset value,25.2,68,0.1
Yellow-eyed Mullet,2003,Asset value,33.6,68,0.2
Yellow-eyed Mullet,2004,Asset value,21.5,68,0.4
Yellow-eyed Mullet,2005,Asset value,13.2,68,0.6
Yellow-eyed Mullet,2006,Asset value,13.8,68,0.1
Yellow-eyed Mullet,2007,Asset value,23.2,68,0.1
Yellow-eyed Mullet,2008,Asset value,16.1,68,0.1
Yellow-eyed Mullet,2009,Asset value,21.1,68,0.1
Yellow-eyed Mullet,2010,Asset value,30.1,68,0.1
Yellow-eyed Mullet,2011,Asset value,37.6,68,0.1
Yellow-eyed Mullet,2012,Asset value,29,68,0.1
Yellow-eyed Mullet,2013,Asset value,24.5,68,0.1
Yellow-eyed Mullet,2014,Asset value,30.5,68,0.1
Yellow-eyed Mullet,2015,Asset value,44.9,68,0.2
Yellow-eyed Mullet,2016,Asset value,32.3,68,0.2
Yellow-eyed Mullet,2017,Asset value,23.6,68,0.3
Yellow-eyed Mullet,2018,Asset value,24.9,68,0.3
Yellowfin Tuna,2005,Asset value,36,263,4.3
Yellowfin Tuna,2006,Asset value,9.2,263,0.6
Yellowfin Tuna,2007,Asset value,18.9,263,0.8
Yellowfin Tuna,2008,Asset value,22.2,263,0.5
Yellowfin Tuna,2009,Asset value,5.4,263,0.1
Yellowfin Tuna,2010,Asset value,6.2,263,0.2
Yellowfin Tuna,2011,Asset value,2.8,263,0.5
Yellowfin Tuna,2012,Asset value,2.2,263,0.8
Yellowfin Tuna,2013,Asset value,0.5,263,0.2
Yellowfin Tuna,2014,Asset value,1.4,263,0
Yellowfin Tuna,2015,Asset value,14.1,263,0
Yellowfin Tuna,2016,Asset value,57.6,263,0
Yellowfin Tuna,2017,Asset value,7.6,263,
Yellowfin Tuna,2018,Asset value,23.1,263,
Alfonsino,1996,Asset value,0,2721.9,20.3
Alfonsino,1997,Asset value,0,2721.1,32.6
Alfonsino,1998,Asset value,0,2727,31.2
Alfonsino,1999,Asset value,0,2727.5,31.4
Alfonsino,2000,Asset value,0,2726.7,17.8
Alfonsino,2001,Asset value,0,2727,17.8
Alfonsino,2002,Asset value,2904.2,2995.7,24.2
Alfonsino,2003,Asset value,2926.8,2995.7,36.1
Alfonsino,2004,Asset value,2583.9,2995.7,35.5
Alfonsino,2005,Asset value,3052.5,2995.7,37.5
Alfonsino,2006,Asset value,2903.4,2995.7,33.9
Alfonsino,2007,Asset value,2676.7,2995.7,36.6
Alfonsino,2008,Asset value,2748.3,2995.7,30.6
Alfonsino,2009,Asset value,2665.2,2995.7,32.3
Alfonsino,2010,Asset value,2865.2,2995.7,32.5
Alfonsino,2011,Asset value,2835.7,2995.7,36.6
Alfonsino,2012,Asset value,2699.3,2995.7,34.6
Alfonsino,2013,Asset value,2679,2995.7,41.3
Alfonsino,2014,Asset value,2567.8,2995.7,52.2
Alfonsino,2015,Asset value,2693.3,2995.7,63
Alfonsino,2016,Asset value,2728.9,2995.7,63.2
Alfonsino,2017,Asset value,2651.8,2995.7,80.3
Alfonsino,2018,Asset value,2531,2995.7,66.8
All species,1996,Asset value,0,635804.1,2740.2
All species,1997,Asset value,0,645066.7,2725.6
All species,1998,Asset value,0,642339.6,2285.3
All species,1999,Asset value,0,659318.1,2599.4
All species,2000,Asset value,0,717348.5,2641.4
All species,2001,Asset value,0,686818.1,3097
All species,2002,Asset value,475146.3,645753.1,3322.1
All species,2003,Asset value,495284.3,664516.5,3743
All species,2004,Asset value,475901.5,643039.5,4559.9
All species,2005,Asset value,469490.8,595176.8,4320
All species,2006,Asset value,452408.8,595469.4,4018.8
All species,2007,Asset value,441711.1,590548,3872.8
All species,2008,Asset value,401016.4,567723.7,3935.4
All species,2009,Asset value,384859.5,572260.1,4125.3
All species,2010,Asset value,398244.2,600652.3,4801.5
All species,2011,Asset value,403719.4,612823.5,4587.5
All species,2012,Asset value,413326.8,618364.1,5020.1
All species,2013,Asset value,397000.3,618366.6,4994.5
All species,2014,Asset value,414139.5,643193.2,5553.4
All species,2015,Asset value,426644.6,663730.5,6734.1
All species,2016,Asset value,400491.6,646127.2,7422.4
All species,2017,Asset value,400570.8,592452.2,7702.6
All species,2018,Asset value,396747.1,589241.3,8751.5
Anchovy,2003,Asset value,8.3,560,1
Anchovy,2004,Asset value,14.5,560,1.1
Anchovy,2005,Asset value,11.7,560,1.2
Anchovy,2006,Asset value,10,560,0.1
Anchovy,2007,Asset value,2.6,560,0.1
Anchovy,2008,Asset value,0.4,560,0.1
Anchovy,2009,Asset value,1.7,560,0.1
Anchovy,2010,Asset value,12.5,560,0.1
Anchovy,2011,Asset value,1.2,560,0.1
Anchovy,2012,Asset value,0.7,560,
Anchovy,2013,Asset value,0.5,560,0
Anchovy,2014,Asset value,2,560,
Anchovy,2015,Asset value,1,560,
Anchovy,2016,Asset value,12.6,560,0.2
Anchovy,2017,Asset value,9.4,560,0.1
Anchovy,2018,Asset value,0.2,560,0.1
Arrow Squid,1996,Asset value,0,123332.3,166.6
Arrow Squid,1997,Asset value,0,123332.3,140
Arrow Squid,1998,Asset value,0,123332.3,76.3
Arrow Squid,1999,Asset value,0,127332.3,136.3
Arrow Squid,2000,Asset value,0,127332.3,132.3
Arrow Squid,2001,Asset value,0,127332.3,80.5
Arrow Squid,2002,Asset value,48173.1,127332.4,57.2
Arrow Squid,2003,Asset value,43719.4,127332.4,114.4
Arrow Squid,2004,Asset value,84962.3,127332.4,306.4
Arrow Squid,2005,Asset value,86074.5,127332.4,169.2
Arrow Squid,2006,Asset value,72418.4,127332.4,341.5
Arrow Squid,2007,Asset value,70252.7,127332.4,175
Arrow Squid,2008,Asset value,56035.2,127332.4,108.1
Arrow Squid,2009,Asset value,46310.9,127332.4,121.6
Arrow Squid,2010,Asset value,32436,127332.4,200.1
Arrow Squid,2011,Asset value,37304.4,127332.4,146.3
Arrow Squid,2012,Asset value,35207,127332.4,151.8
Arrow Squid,2013,Asset value,24636.4,127332.4,78.8
Arrow Squid,2014,Asset value,15053.2,127332.4,144.9
Arrow Squid,2015,Asset value,16310.1,127332.4,183.1
Arrow Squid,2016,Asset value,43126.7,127332.4,99.9
Arrow Squid,2017,Asset value,18462.1,82120.3,132.8
Arrow Squid,2018,Asset value,23070.4,82120.3,132.5
Barracouta,1996,Asset value,0,33202.1,46.3
Barracouta,1997,Asset value,0,34232.6,35.2
Barracouta,1998,Asset value,0,34232.6,28.5
Barracouta,1999,Asset value,0,32421,38.6
Barracouta,2000,Asset value,0,32421,39
Barracouta,2001,Asset value,0,32421,27.8
Barracouta,2002,Asset value,21600.2,32672.5,37.9
Barracouta,2003,Asset value,25036.2,32672.5,33.3
Barracouta,2004,Asset value,22459.1,32672.5,47
Barracouta,2005,Asset value,26932,32672.5,47.6
Barracouta,2006,Asset value,27881.7,32672.5,44.9
Barracouta,2007,Asset value,29617.6,32672.5,38.7
Barracouta,2008,Asset value,27968.5,32672.5,41.5
Barracouta,2009,Asset value,26445,32672.5,42.3
Barracouta,2010,Asset value,28450.7,32672.5,40
Barracouta,2011,Asset value,26940,32672.5,50.4
Barracouta,2012,Asset value,26441.4,32672.5,45
Barracouta,2013,Asset value,24972,32672.5,47.7
Barracouta,2014,Asset value,26314.3,32672.5,55.3
Barracouta,2015,Asset value,24327.7,32672.5,66.7
Barracouta,2016,Asset value,21511,32672.5,70.8
Barracouta,2017,Asset value,28169.6,33402.5,73
Barracouta,2018,Asset value,29073,33402.5,79.6
Bigeye Tuna,2005,Asset value,162.3,714,28.8
Bigeye Tuna,2006,Asset value,177.4,714,12.9
Bigeye Tuna,2007,Asset value,196.1,714,8.6
Bigeye Tuna,2008,Asset value,140.5,714,5
Bigeye Tuna,2009,Asset value,236.6,714,1.1
Bigeye Tuna,2010,Asset value,161.2,714,7
Bigeye Tuna,2011,Asset value,181.3,714,7
Bigeye Tuna,2012,Asset value,157.2,714,2.4
Bigeye Tuna,2013,Asset value,115.9,714,0.4
Bigeye Tuna,2014,Asset value,116.5,714,0.4
Bigeye Tuna,2015,Asset value,83.2,714,0.6
Bigeye Tuna,2016,Asset value,172.8,714,0.6
Bigeye Tuna,2017,Asset value,104.9,714,0.6
Bigeye Tuna,2018,Asset value,136.7,714,0.6
Black Cardinal Fish,1999,Asset value,0,3666,5.9
Black Cardinal Fish,2000,Asset value,0,3670,0.5
Black Cardinal Fish,2001,Asset value,0,3670,5.3
Black Cardinal Fish,2002,Asset value,2349.8,3670,6
Black Cardinal Fish,2003,Asset value,2721.2,3670,8.7
Black Cardinal Fish,2004,Asset value,1724.9,3670,8.5
Black Cardinal Fish,2005,Asset value,1479.7,3670,15.8
Black Cardinal Fish,2006,Asset value,2901,3670,6.1
Black Cardinal Fish,2007,Asset value,2215.3,3751,5.9
Black Cardinal Fish,2008,Asset value,1132.6,3751,4.7
Black Cardinal Fish,2009,Asset value,1455.9,3751,4.4
Black Cardinal Fish,2010,Asset value,1164.7,3148,3.8
Black Cardinal Fish,2011,Asset value,862.7,2548,3.7
Black Cardinal Fish,2012,Asset value,741.6,1968,2.7
Black Cardinal Fish,2013,Asset value,575.1,1968,2.7
Black Cardinal Fish,2014,Asset value,541.9,1968,3
Black Cardinal Fish,2015,Asset value,665.3,1968,3.7
Black Cardinal Fish,2016,Asset value,521.6,1968,3.2
Black Cardinal Fish,2017,Asset value,597.5,1968,4.2
Black Cardinal Fish,2018,Asset value,401,1968,4.4
Bladder Kelp,2011,Asset value,53.3,1509.6,0.2
Bladder Kelp,2012,Asset value,34.2,1509.6,0.2
Bladder Kelp,2013,Asset value,35,1509.6,0.2
Bladder Kelp,2014,Asset value,93.5,1509.6,0.2
Bladder Kelp,2015,Asset value,62.1,1509.6,
Bladder Kelp,2016,Asset value,30.5,1509.6,
Bladder Kelp,2017,Asset value,41.8,1509.6,
Bladder Kelp,2018,Asset value,40.8,1509.6,
Blue Cod,1996,Asset value,0,2664.7,19.5
Blue Cod,1997,Asset value,0,2664.7,20.8
Blue Cod,1998,Asset value,0,2664.7,15.7
Blue Cod,1999,Asset value,0,2664.7,15.4
Blue Cod,2000,Asset value,0,2664.7,19.8
Blue Cod,2001,Asset value,0,2664.7,22.1
Blue Cod,2002,Asset value,2324.3,2681.5,28.4
Blue Cod,2003,Asset value,2457.5,2681.5,33
Blue Cod,2004,Asset value,2501.9,2681.5,39.4
Blue Cod,2005,Asset value,2452.3,2681.5,46.7
Blue Cod,2006,Asset value,2187.4,2681.5,56.7
Blue Cod,2007,Asset value,2419.8,2681.5,46.2
Blue Cod,2008,Asset value,2316,2681.5,41.3
Blue Cod,2009,Asset value,2418.2,2681.5,39.6
Blue Cod,2010,Asset value,2162.5,2681.5,46.3
Blue Cod,2011,Asset value,2342.6,2681.5,48
Blue Cod,2012,Asset value,2216.5,2331.6,45.8
Blue Cod,2013,Asset value,2193.5,2331.6,53.8
Blue Cod,2014,Asset value,2176.1,2331.6,63.8
Blue Cod,2015,Asset value,2207.4,2331.6,56.5
Blue Cod,2016,Asset value,2105.7,2331.6,130.2
Blue Cod,2017,Asset value,2155.1,2331.6,81.4
Blue Cod,2018,Asset value,2045.3,2331.6,148
Blue Mackerel,2003,Asset value,11373.8,11550,19.6
Blue Mackerel,2004,Asset value,9372.8,11550,21.2
Blue Mackerel,2005,Asset value,12746.2,11550,31.9
Blue Mackerel,2006,Asset value,10643,11550,15.6
Blue Mackerel,2007,Asset value,10688.3,11550,13.9
Blue Mackerel,2008,Asset value,8982.3,11550,13.8
Blue Mackerel,2009,Asset value,6740,11550,13.8
Blue Mackerel,2010,Asset value,11815.5,11550,14
Blue Mackerel,2011,Asset value,8638.2,11550,13.5
Blue Mackerel,2012,Asset value,10816.7,11550,14.4
Blue Mackerel,2013,Asset value,9716.2,11550,13.4
Blue Mackerel,2014,Asset value,8092.2,11550,17.1
Blue Mackerel,2015,Asset value,9128.9,11550,19.9
Blue Mackerel,2016,Asset value,8033,11550,26.2
Blue Mackerel,2017,Asset value,8383.7,11550,24.6
Blue Mackerel,2018,Asset value,11399.7,11550,28.8
Blue Moki,1996,Asset value,0,604.1,2.8
Blue Moki,1997,Asset value,0,604.6,3.6
Blue Moki,1998,Asset value,0,604.1,2.6
Blue Moki,1999,Asset value,0,604.1,2.3
Blue Moki,2000,Asset value,0,604.6,2.2
Blue Moki,2001,Asset value,0,604.1,2.8
Blue Moki,2002,Asset value,452.4,608.1,3.1
Blue Moki,2003,Asset value,475.6,608.1,3.6
Blue Moki,2004,Asset value,441.2,608.1,4.3
Blue Moki,2005,Asset value,501.8,608.1,4.5
Blue Moki,2006,Asset value,483.5,608.1,3.1
Blue Moki,2007,Asset value,503.6,608.1,4.2
Blue Moki,2008,Asset value,534.7,608.1,4.5
Blue Moki,2009,Asset value,524.1,608.1,3.2
Blue Moki,2010,Asset value,521.9,608.1,3.7
Blue Moki,2011,Asset value,574.5,608.1,5
Blue Moki,2012,Asset value,571.3,608.1,4.1
Blue Moki,2013,Asset value,549,608.1,4.5
Blue Moki,2014,Asset value,535,608.1,5.2
Blue Moki,2015,Asset value,529.7,640.9,5.9
Blue Moki,2016,Asset value,586.4,640.9,6.8
Blue Moki,2017,Asset value,555.5,640.9,6.3
Blue Moki,2018,Asset value,619.8,640.9,7.6
Blue Shark,2005,Asset value,752.4,1860,8
Blue Shark,2006,Asset value,656.2,1860,3.9
Blue Shark,2007,Asset value,789.9,1860,1.1
Blue Shark,2008,Asset value,682.8,1860,0.9
Blue Shark,2009,Asset value,800.2,1860,2.6
Blue Shark,2010,Asset value,695.7,1860,0.9
Blue Shark,2011,Asset value,770.4,1860,1.5
Blue Shark,2012,Asset value,1005.8,1860,2.2
Blue Shark,2013,Asset value,697.7,1860,1.2
Blue Shark,2014,Asset value,117.1,1860,0.2
Blue Shark,2015,Asset value,142.1,1860,1.5
Blue Shark,2016,Asset value,162.5,1860,0.9
Blue Shark,2017,Asset value,115.7,1860,3.1
Blue Shark,2018,Asset value,143.2,1860,3
Blue Warehou,1996,Asset value,0,4512,16.6
Blue Warehou,1997,Asset value,0,4512,10.6
Blue Warehou,1998,Asset value,0,4470.8,13.4
Blue Warehou,1999,Asset value,0,4512,14.8
Blue Warehou,2000,Asset value,0,4512,11.1
Blue Warehou,2001,Asset value,0,4512,13.8
Blue Warehou,2002,Asset value,3112,4512.4,13.5
Blue Warehou,2003,Asset value,5101.1,4512.4,14.2
Blue Warehou,2004,Asset value,4819.9,4512.4,26.7
Blue Warehou,2005,Asset value,4283.8,4512.4,17.7
Blue Warehou,2006,Asset value,4569.8,4512.4,15.4
Blue Warehou,2007,Asset value,4447.7,4512.4,11.4
Blue Warehou,2008,Asset value,1530.1,4512.4,19.2
Blue Warehou,2009,Asset value,3119.8,4512.4,19.8
Blue Warehou,2010,Asset value,3385.7,4512.4,14.5
Blue Warehou,2011,Asset value,2923.9,4512.4,18
Blue Warehou,2012,Asset value,3380.6,4512.4,16.9
Blue Warehou,2013,Asset value,2769.6,4512.4,17.9
Blue Warehou,2014,Asset value,2701.3,4512.4,20.7
Blue Warehou,2015,Asset value,3713.3,4512.4,27.1
Blue Warehou,2016,Asset value,2890.9,4512.4,19
Blue Warehou,2017,Asset value,3448,4512.4,27.8
Blue Warehou,2018,Asset value,2475.7,4512.4,23.6
Bluenose,1996,Asset value,0,2170.3,30.5
Bluenose,1997,Asset value,0,2465.5,36.9
Bluenose,1998,Asset value,0,2489.9,37
Bluenose,1999,Asset value,0,2489.9,38.3
Bluenose,2000,Asset value,0,2489.9,32.1
Bluenose,2001,Asset value,0,2489.9,48.5
Bluenose,2002,Asset value,2783.8,3058.4,52.1
Bluenose,2003,Asset value,3001.7,3058.4,73.1
Bluenose,2004,Asset value,3090,3058.4,55.3
Bluenose,2005,Asset value,3013.3,3233,61.3
Bluenose,2006,Asset value,2474.8,3233,44.5
Bluenose,2007,Asset value,2424.7,3233,58.5
Bluenose,2008,Asset value,2499,3233,61.3
Bluenose,2009,Asset value,2038.2,2335,44.4
Bluenose,2010,Asset value,2059.1,2335,47.6
Bluenose,2011,Asset value,1695.9,2335,48.6
Bluenose,2012,Asset value,1219.9,1590,37
Bluenose,2013,Asset value,1139.2,1110,28.8
Bluenose,2014,Asset value,1154,1110,29.4
Bluenose,2015,Asset value,1104.3,1110,38.3
Bluenose,2016,Asset value,960.6,1110,42.6
Bluenose,2017,Asset value,823.4,910,43.7
Bluenose,2018,Asset value,653.3,630,31.3
Butterfish,2003,Asset value,130.2,162,3
Butterfish,2004,Asset value,126.2,162,3
Butterfish,2005,Asset value,131.9,162,1.7
Butterfish,2006,Asset value,94.8,162,1.9
Butterfish,2007,Asset value,116.8,162,2.6
Butterfish,2008,Asset value,114.5,162,1.6
Butterfish,2009,Asset value,122,162,2.4
Butterfish,2010,Asset value,97.9,162,1.5
Butterfish,2011,Asset value,116.2,162,2
Butterfish,2012,Asset value,119.5,162,1.6
Butterfish,2013,Asset value,110.4,162,1.8
Butterfish,2014,Asset value,95.1,162,1.5
Butterfish,2015,Asset value,99.3,162,2.2
Butterfish,2016,Asset value,94.5,162,2.7
Butterfish,2017,Asset value,114.3,162,2.5
Butterfish,2018,Asset value,105.3,162,3.1
Cockle,2003,Asset value,806.7,1736,1.2
Cockle,2004,Asset value,1533.4,3206,2.8
Cockle,2005,Asset value,1379.4,3206,3.1
Cockle,2006,Asset value,1539.7,3214,
Cockle,2007,Asset value,1355,3214,4.2
Cockle,2008,Asset value,1148.1,3214,
Cockle,2009,Asset value,1169.2,3214,
Cockle,2010,Asset value,1214.4,3214,
Cockle,2011,Asset value,1247.5,3214,0.1
Cockle,2012,Asset value,1058.3,3214,
Cockle,2013,Asset value,1059.2,3214,
Cockle,2014,Asset value,1090.2,3214,
Cockle,2015,Asset value,1078,3214,
Cockle,2016,Asset value,1186.6,3214,
Cockle,2017,Asset value,1205.5,3214,
Cockle,2018,Asset value,1220.2,3214,
Deepwater (King) Clam,2007,Asset value,0,31.5,1.2
Deepwater (King) Clam,2008,Asset value,0.5,31.5,1.2
Deepwater (King) Clam,2009,Asset value,5.1,31.5,1.2
Deepwater (King) Clam,2010,Asset value,4.6,31.5,1.1
Deepwater (King) Clam,2011,Asset value,8,31.5,1.1
Deepwater (King) Clam,2012,Asset value,10.9,31.5,
Deepwater (King) Clam,2013,Asset value,1.7,31.5,
Deepwater (King) Clam,2014,Asset value,6.1,31.5,
Deepwater (King) Clam,2015,Asset value,3.9,31.5,
Deepwater (King) Clam,2016,Asset value,4.7,31.5,
Deepwater (King) Clam,2017,Asset value,3.3,31.5,
Deepwater (King) Clam,2018,Asset value,6.7,31.5,
Deepwater Tuatua,2005,Asset value,14.3,168,
Deepwater Tuatua,2006,Asset value,13.9,168,
Deepwater Tuatua,2007,Asset value,21.2,168,
Deepwater Tuatua,2008,Asset value,23.3,168,
Deepwater Tuatua,2009,Asset value,6.9,168,
Deepwater Tuatua,2010,Asset value,12.7,168,
Deepwater Tuatua,2011,Asset value,42.7,629,
Deepwater Tuatua,2012,Asset value,16.9,629,
Deepwater Tuatua,2013,Asset value,37.1,629,
Deepwater Tuatua,2014,Asset value,63.3,890,
Deepwater Tuatua,2015,Asset value,100.2,890,0.4
Deepwater Tuatua,2016,Asset value,159.7,890,1.6
Deepwater Tuatua,2017,Asset value,216.3,1024,
Deepwater Tuatua,2018,Asset value,259.3,1024,0
Elephant Fish,1996,Asset value,0,714.7,7.1
Elephant Fish,1997,Asset value,0,714.7,6.1
Elephant Fish,1998,Asset value,0,714.7,7.9
Elephant Fish,1999,Asset value,0,715.1,7.9
Elephant Fish,2000,Asset value,0,714.8,7.3
Elephant Fish,2001,Asset value,0,1039.7,8
Elephant Fish,2002,Asset value,1055.3,1068.5,14.5
Elephant Fish,2003,Asset value,1125.7,1193.5,14.7
Elephant Fish,2004,Asset value,1138,1193.5,10.4
Elephant Fish,2005,Asset value,1189.6,1213.5,10.3
Elephant Fish,2006,Asset value,1260.4,1213.5,11.7
Elephant Fish,2007,Asset value,1250.8,1213.5,15.2
Elephant Fish,2008,Asset value,1435.9,1213.5,16.2
Elephant Fish,2009,Asset value,1384.2,1213.5,7.2
Elephant Fish,2010,Asset value,1372,1283.5,10.8
Elephant Fish,2011,Asset value,1383.6,1283.5,13.8
Elephant Fish,2012,Asset value,1376.9,1283.5,12.7
Elephant Fish,2013,Asset value,1435.4,1313.5,12.4
Elephant Fish,2014,Asset value,1394.4,1313.5,15.5
Elephant Fish,2015,Asset value,1339.6,1313.5,15.4
Elephant Fish,2016,Asset value,1400.1,1313.5,12.9
Elephant Fish,2017,Asset value,1327.6,1313.5,16
Elephant Fish,2018,Asset value,1345.1,1313.5,15.9
Flats,1996,Asset value,0,6670.3,30.8
Flats,1997,Asset value,0,6670.3,24
Flats,1998,Asset value,0,6670.3,20.4
Flats,1999,Asset value,0,6670.3,19.3
Flats,2000,Asset value,0,6670.3,18.3
Flats,2001,Asset value,0,6670.3,19.2
Flats,2002,Asset value,3088,6670.3,21.8
Flats,2003,Asset value,3298.5,6670.3,20.4
Flats,2004,Asset value,3208.2,6670.3,18.7
Flats,2005,Asset value,3875.8,6670.3,18.6
Flats,2006,Asset value,3721.4,6670.3,17.8
Flats,2007,Asset value,4065.5,6670.3,14.9
Flats,2008,Asset value,3632.4,5418.8,17.3
Flats,2009,Asset value,3413,5418.8,18.1
Flats,2010,Asset value,3273.5,5418.8,31.7
Flats,2011,Asset value,2468.5,5418.8,18
Flats,2012,Asset value,2864.6,5418.8,50.1
Flats,2013,Asset value,2778.9,5418.8,19.2
Flats,2014,Asset value,2671.4,5418.8,23.3
Flats,2015,Asset value,2465.7,5418.8,32.1
Flats,2016,Asset value,2792.1,5418.8,54.3
Flats,2017,Asset value,2852,5418.8,29.7
Flats,2018,Asset value,2012.8,5418.8,64.3
Frilled Venus Shell,2005,Asset value,1.3,16,
Frilled Venus Shell,2006,Asset value,0.2,16,
Frilled Venus Shell,2007,Asset value,0,16,0.9
Frilled Venus Shell,2008,Asset value,0,16,0.9
Frilled Venus Shell,2009,Asset value,0,16,1.2
Frilled Venus Shell,2010,Asset value,0,16,1.2
Frilled Venus Shell,2011,Asset value,0,16,1.2
Frilled Venus Shell,2012,Asset value,0.4,16,1.2
Frilled Venus Shell,2013,Asset value,1.2,16,
Frilled Venus Shell,2014,Asset value,1.1,16,
Frilled Venus Shell,2015,Asset value,0.9,16,
Frilled Venus Shell,2016,Asset value,1,16,
Frilled Venus Shell,2017,Asset value,0,16,
Frilled Venus Shell,2018,Asset value,0,16,
Frostfish,1999,Asset value,0,3858,2.9
Frostfish,2000,Asset value,0,3858,3.9
Frostfish,2001,Asset value,0,3858,2.7
Frostfish,2002,Asset value,2914.1,3858,5.2
Frostfish,2003,Asset value,2251.7,3858,4.5
Frostfish,2004,Asset value,1809,3858,7.2
Frostfish,2005,Asset value,2661.1,3858,8.8
Frostfish,2006,Asset value,2121.9,3858,2.8
Frostfish,2007,Asset value,1971,4019,2.9
Frostfish,2008,Asset value,1838.4,4019,3.1
Frostfish,2009,Asset value,1370,4019,3
Frostfish,2010,Asset value,1387.1,4019,3
Frostfish,2011,Asset value,1105.7,4019,3
Frostfish,2012,Asset value,1665.4,4019,3.4
Frostfish,2013,Asset value,1814.3,4019,4.1
Frostfish,2014,Asset value,2119.7,4019,4.2
Frostfish,2015,Asset value,2322.3,4019,4.2
